	Summary	Job Title	Date	Overall Rating	Pros	Cons
180	Could be better place to work	 Account Executive	15 Feb 2023	2.0	Company provide a lot of snacks and drink	Management Policy could be improved and provide benefits for staff
181	Decent benefit but boring work	 Business Development Manager	15 Feb 2023	3.0	Can have quite good benefit apart from salary	Weak management team with lack of people development capability
182	Fast paced working environment	 Senior Analyst	15 Feb 2023	3.0	Good compensation in general and great experience in terms of scope of work	No increase, a lot of issues because of business decisions
183	Too much Chinese	 Expert Engineer	15 Feb 2023	2.0	Big company. The working env is good.	Too much Chinese in there. The colleague is bad.
184	Find others if you can	 Incubation Associate	15 Feb 2023	3.0	fast paced, quick climb up, good exposure to industry insights	unstable industry, you are disposable, no system in place all use gsheet, lack of diversity and inclusion
185	A poor managed organization	 Human Resources Manager	15 Feb 2023	1.0	- Meeting people and getting to know a few of them who are nice -	- Bad management - Poorly managed stakeholders - Does not care about employee's welfare - Benefits are taken away - HRBP dont care about how employees being treated - Expect you to work extra hours to show that you are committed
186	Red Flag	 Quality Assurance	15 Feb 2023	1.0	Nothing, they overworked you for real and you just got laid off	They overwork you and they laid you off, pretty bad. They mismanaged the company and can't pay salary. They hire so much people and laid them off
187	Interesting work, bad culture	 Account Manager	14 Feb 2023	3.0	Interesting work & a company where decisions can be made very quickly. A lot of autonomy given to associates	Senior management doesn’t take employees’ feedback. Minimal opportunities to be promoted to manager level unless someone leaves
188	WLB	 Backend Developer	14 Feb 2023	5.0	near WLB in China，Base salary is OK	Management is chaotic. mass layoffs. poor infrastructure.
189	.	 Data Analyst	14 Feb 2023	3.0	I had a good learnung journey	have OT but no OT pay
190	Young environment	 Assoicate	14 Feb 2023	4.0	high yearly salary uplift (10-25%)	Currently company is facing financial issue
191	Biased Hiring Practices	 Human Resources Business Partner HRBP	14 Feb 2023	2.0	Good pay, great team and benefits	Strange criteria for hiring people that skew discriminatory
192	Poor Employee Benefits	 Anonymous Employee	14 Feb 2023	1.0	Decent pay initially and good learning opportunity to try new things you haven't tried before	"- Recently HR withdraw a lot of the benefits and freeze pay increase. - Management level bonus are given in shares that locks you in for four years - Short change employees that are leaving by giving ""shares"" that vest only if you stay"
193	Great team	 Recruiter	13 Feb 2023	4.0	Great team dynamics and environment	Maybe some bad decision made by the higher management
194	Benefit ok	 Sales Executive	13 Feb 2023	4.0	Employee benefit is good enough	Nothing else can be shared
195	Vague direction	 Business Development	12 Feb 2023	3.0	Good thing is that as long as you deliver the results, they won’t micromanage you	Vague direction of senior management. Got too greedy too fast with the process instead of maturing with every step
196	Direction of Management	 Business Development	12 Feb 2023	3.0	Flexible working schedule and minimal micromanagement. Given you deliver on your results	Management gotten greedy and no proper direction of where it wants to bring the company
197	not recommend to come	 Data Analyst	11 Feb 2023	3.0	1. close workly with product managers	1. too close means there are so many meaningless requests, especially if you are working with inexperienced partners.
198	Great Company	 Affiliate Marketing	11 Feb 2023	4.0	Top 5 E-Commerce in Indonesia	Decreasing in budgeting from 2022
199	Amazing	 Senior Financial Analyst	11 Feb 2023	5.0	Very good the best company	None so far, nothing zero
200	Substantial pay	 Content Operations Analyst	10 Feb 2023	3.0	No pay increase, other benefits were being cut-off as-well. No prior confirmation as to why we're being laid-off	Teamwork and team dynamics are superb! Supervisor super chill and no drama whatsoever
201	Good place for learning	 Marketing Associate	10 Feb 2023	4.0	Have many things to learn for fresher/junior. Young and friendly environment. Work-life balance.	Be ready for scope changing. Hard to get a promotion.
202	Nice place to work	 Associate	10 Feb 2023	5.0	Have a relatively competitive salary	During tech winter, benefits reduced
203	Decent company	 QA Engineer	10 Feb 2023	4.0	Good work life balance but depending on team	Hard to climb the corporate ladder
204	Fast but unstable	 Associate	10 Feb 2023	3.0	Fast pace, have exposure to different projects	Unstable, frequent org change, high turnover and sometimes lack of clear direction
205	Shopee is good company	 Software	9 Feb 2023	5.0	Some good manage people Good culture More get benefit Get to macbook	No work from home Super get indepent from lead Super hectic when big campaign
206	Great place but wrong time	 QA Engineer	9 Feb 2023	3.0	- Good manager - Nice Office - Fun Colleagues	Poor welfare due to cost cutting. 100% Work from Office.
207	Good	 Key Account Manager (KAM)	8 Feb 2023	4.0	Good environment Nice Good team Good benefit	Near mrt Good environment lot of snack and activities
208	OK	 Project Manager	8 Feb 2023	4.0	Fun office, face paced environment	Top down & Nepotism from one of the directors in BD department
209	In charge of in-app marketing initiatives	 Marketing Specialist	8 Feb 2023	1.0	- great and fun culture and colleagues	- slow career progression - no work-life balance (OT is inevitable) - senior management barely cares about employees
210	Salary at Shopee	 Senior Analyst	8 Feb 2023	3.0	- Great positive culture in Business Intelligence team	- Currently, company's in bad shape - Full RTO (5x a week)
211	good	 Incubator	8 Feb 2023	5.0	it's very good for fresher	Nothing need to be change
212	temp	 Intern	8 Feb 2023	5.0	Very good meals every day.	i have tot found so far
213	Good for growth, bad for health	 Senior Financial Analyst	8 Feb 2023	2.0	You can really feel that it’s a startup so there’s not much systems to go around in doing my job. For me it’s a pro if I want to grow my technical skills	HR and some employees from other teams are unapproachable. Employees are mandated to go to office despite the job being more efficiently done with a WFH setup
214	Terrible company	 Business Development Associate	8 Feb 2023	1.0	Salary and benefits , nothing else to add.	Management, overtime , no dvelopement opportunities.
215	Still okay	 Business Analyst	8 Feb 2023	4.0	Colleagues are helpful and willing to share knowledge and information	Chinese culture and working hours
216	very brief	 Finance Operations Associate	8 Feb 2023	5.0	very dynamic and fun to be in	you must work hard as hell
217	Terrible management team	 Associate	8 Feb 2023	2.0	Salary is slightly above average	Crap managers and assistant managers (Met alot of them). I have seen lower ranks that can do better then the higher ones. Alot of the good capable lower ranks that i know have left for better opportunities. Theres also heavy workload, expect 11-12 hours easily each day and may have to work on weekends as well, so its not exactly worth the slightly above average salary they pay you.
