	Summary	Job Title	Date	Overall Rating	Pros	Cons
163	Be objective as possible, and strive for a work life balance for sustainability.	 Analyst	19 Sep 2022	2.0	"1) great colleagues to work and learn from 
2) wide job scope to venture 
3) encourages lateral movement"	"1) no work life balance 
2) toxic culture of upper management gossiping to co workers, creating tension without ironing or understanding the full issue. Thus creating a biases and uncertainty. 
3) poor management of subordinates, with no follow up except pushing work and doubting abilities without offering to solution. Thus, resulting in unmatched expectations and unbalance. 
4) objectivity was lost in the midst of high turn over."
164	Corporate Culture	 Anonymous Employee	19 Sep 2022	5.0	Westernised company with good vibe	Too many internal communications issues
165	Progressive yet chaotic company	 Company Communications	18 Sep 2022	4.0	"Great teammates
Inclusive culture
Things move pretty quickly
Growth opportunities for employees"	"Unclear jobscopes
Frequent company restructures 
Constant changes"
166	Great company surrounding with proactive & nice colleague	 Associate Category Management	17 Sep 2022	5.0	"- Young talent workplace
- Competitive & challenge working
- Flexi hour working"	"- System & way of working based on regional, hard to change
- Conservative with only focus on profitibility"
167	More Chinese employee joining remotely	 Anonymous Employee	16 Sep 2022	3.0	Leading e-commerce platform in SEA, get access to alibaba infra and tech	More and more Chinese employees are joined from China remotely, working culture become unhealthy.
168	Great place to learn if you have a good boss, but very hierarchical	 Associate	16 Sep 2022	3.0	"-great pantry which is well stocked
-great office design
-lots of opportunities to grow"	- If you dont speak Chinese it could be difficult to get promoted here
169	Great opportunity	 Senior Analyst	15 Sep 2022	4.0	Great opportunity to work in the multi-cultural, fast-paced company	- Long hours of working
170	Working at Lazada	 Senior Associate	15 Sep 2022	4.0	"The best thing: Respects work hours— no one is expected to reply nor message past 6pm . This is so refreshing for an e-commerce company.

People are great to work with— highly encouraging, you’ll learn a lot from everyone."	Benefits are so-so. People Team could be more creative in this front. Allowances are taxed so you really don’t feel like you’re getting any, to be honest.
171	Good for freshman	 Anonymous Employee	14 Sep 2022	4.0	high salary but a lot of things to learn	long working hour, ot is necessary
172	Good learning platform to be in	 Associate	13 Sep 2022	5.0	Good salary, team dynamics (depending on which team you're at) and a good learning platform to learn about e-commerce	Long working hours, no work-life balance
173	Good culture!	 Key Account Manager (KAM)	13 Sep 2022	4.0	Good working environment. Company takes very good care of employees.	Little to no room for promotion
174	Very fast-paced and exciting	 Anonymous Employee	12 Sep 2022	4.0	Fast-paced, get to work with alot of smart people.	Fickle management strategies, required to adapt really fast
175	Comfortable job	 Senior Software Engineer	11 Sep 2022	4.0	"Decent work environment
Competitive salary
Nice office space"	"Top down management
Have to push very hard for change
Chinese centric communication"
176	Average	 Data Scientist	10 Sep 2022	3.0	Fast-paced, lot of skills to learn	No work-life balance, no instruction
177	A place filled with passionate people	 Senior Professional	7 Sep 2022	5.0	Great team/s and employees who really want to do well and help the company succeed. Sincere on implementing changes which need to happen.	Constant change is quoted as a push factor by many people.....But which tech company does not have change?
178	Good starting point for fresh grads	 Key Account Manager	5 Sep 2022	4.0	"- Many opportunities to learn and grow
- (Depending on team) good leadership"	"- Super fast paced (not for everyone!)
- Changes happen pretty much everyday"
179	Good working environment	 Associate	4 Sep 2022	4.0	Everyone is competent and the people are really well cared for compares to the people in the other side.	A bit difficult to work with head office.
180	Finding experience.	 Seller Engagement Manager	4 Sep 2022	5.0	Well Communination and Team work.	Company must have clear job description for employees.
181	Company keep on changing	 Senior Manager	2 Sep 2022	3.0	"Benefit is good
Office renovation is good"	Company organization changing too quick
182	It was great pleasure working with Lazada.	 Marketing and Sales	31 Aug 2022	4.0	"* Increase Sales From a High Traffic Channel. 
* Acquire New Customers. 
* Shipping and Logistics. 
* One-Click Product Upload. 
* Effortless Inventory Management. ."	"* Limited Control. 
* Heavy Competition And Prices Wars."
183	great company	 Product Manager	30 Aug 2022	5.0	work and life balance, high salary	"higher leadership expected
needs more trainings"
184	Company Culture	 Senior Associate	29 Aug 2022	4.0	You met great people, smart and fun people everywhere in the office	upper management change direction too quickly resulted a little bit mess
185	Good and tough	 Anonymous Employee	27 Aug 2022	4.0	Experience, Challenge, Good profile, Speed growth	nothing significantly but need a super speed to work and learn
186	Fast Paced Company	 Vice President	24 Aug 2022	3.0	High salary, fast paced, has exciting events, you get to work with young people full of bright ideas	Deadlines can be tight, roll out new initiatives before thinking about it hard,
187	No work-life balance	 Copywriter	22 Aug 2022	2.0	Good salary and benefits, plus vouchers	No work life balance, no team work, manager not good at managing the team
188	Potentially fulfilling work hampered by high turnover	 Senior Manager	21 Aug 2022	2.0	"Interesting & cutting edge work
Exposure to new ways of working 
Highly experimental & able to see ideas birth in a short turnaround"	"Toxic culture which pushes employee to breaking point
High turnover rate, very difficult to build strong teams & chemistry"
189	Good place to start	 Senior Account Manager	21 Aug 2022	3.0	Good place to learn and start in e-commerce	Long hours, which position you start in matters a lot - best to check with peers or people in the company regarding your position before you begin.
190	Growth Oriented But Steep Learning Curve	 Category Manager	19 Aug 2022	4.0	"- lots of perks
- flexible hours
- lots of annual leave entitlement days"	"- learning curve is steep, hence a helpful onboarding buddy is a must
- long working hours and high target
- lacking work-life balance"
191	Not in line with my principle	 Anonymous Employee	18 Aug 2022	1.0	Job is fun. Colleagues are friendly.	"However, there is a Singapore shop (Fl*jo) with a lot of rigged reviews and no actions were taken even when flagged. 
I left as this was not what I expected."
192	lazada lazada lazada	 All Around Worker	17 Aug 2022	3.0	free food every sale campaign period.	low incentives unlike before that you'll get motivated to come to work but now the incentives are quite low.
193	for entry level	 Anonymous Employee	16 Aug 2022	4.0	1 more opportunity to grow up	but if your leader doesn't teach you or train you, that's a disaster
194	Category Management	 Category Manager	15 Aug 2022	4.0	"- Good staffs benefit compare local company 
- constantly have personal growth training
- team building activity"	"- stress on sales vs shopee
- every month every week will have campaign preparation 
- need to work midnight prior to mega day but with replacement off"
195	its okay	 Anonymous Employee	15 Aug 2022	3.0	okay for experience but not for a long-time company	fast-paced, no process, too much pressure,
196	Good foundation, inconsistent strategy	 Anonymous Employee	13 Aug 2022	4.0	Much more advanced technology than competitors	Too many changes and cannot have a long term consistent strategy to win the market
197	Lots of politics and toxic people in the logistics functions	 Vice President	13 Aug 2022	3.0	- Regional office people are relatively good and competent	Weak leadership in the country's management. Not transparent and incompetent.
